BGC,SS_NoSpace,Spp,ESuit,Use,Changes
ICHwk3,ICHwk3/06,Pl,2,D6,
ICHwk3,ICHwk3/06,Sx,1,D6,
ICHwk4,ICHwk4/01,Act,3,C4,
ICHwk4,ICHwk4/01,At,3,C4,
ICHwk4,ICHwk4/01,Bl,1,C4,
ICHwk4,ICHwk4/01,Cw,2,C4,
ICHwk4,ICHwk4/01,Ep,3,C4,
ICHwk4,ICHwk4/01,Fd,1,C4,
ICHwk4,ICHwk4/01,Hw,1,C4,
ICHwk4,ICHwk4/01,Lw,4,C4,
ICHwk4,ICHwk4/01,Pl,2,C4,
ICHwk4,ICHwk4/01,Pw,4,C4,
ICHwk4,ICHwk4/01,Sx,1,C4,
ICHwk4,ICHwk4/02,At,3,B2,
ICHwk4,ICHwk4/02,Bl,3,B2,
ICHwk4,ICHwk4/02,Hw,3,B2,
ICHwk4,ICHwk4/02,Pl,2,B2,
ICHwk4,ICHwk4/02,Fd,2,B2,
ICHwk4,ICHwk4/08,Act,3,D6,
ICHwk4,ICHwk4/08,Bl,1,D6,
ICHwk4,ICHwk4/08,Cw,2,D6,
ICHwk4,ICHwk4/08,Pl,3,D6,
ICHwk4,ICHwk4/08,Sx,1,D6,
ICHxw,ICHxw/101,At,2,C4,
ICHxw,ICHxw/101,Bg,2,C4,
ICHxw,ICHxw/101,Cw,2,C4,
ICHxw,ICHxw/101,Ep,3,C4,
ICHxw,ICHxw/101,Fd,1,C4,
ICHxw,ICHxw/101,Hw,3,C4,
ICHxw,ICHxw/101,Lw,1,C4,
ICHxw,ICHxw/101,Pl,3,C4,
ICHxw,ICHxw/101,Pw,2,C4,
ICHxw,ICHxw/101,Py,3,C4,
ICHxw,ICHxw/103,At,3,B2,
ICHxw,ICHxw/103,Ep,3,B2,
ICHxw,ICHxw/103,Lw,3,B2,
ICHxw,ICHxw/103,Py,1,B2,
ICHxw,ICHxw/103,Fd,1,B2,
ICHxw,ICHxw/111,Act,2,D6,
ICHxw,ICHxw/111,At,2,D6,
ICHxw,ICHxw/111,Bg,2,D6,
ICHxw,ICHxw/111,Cw,1,D6,
ICHxw,ICHxw/111,Ep,2,D6,
ICHxw,ICHxw/111,Fd,1,D6,
ICHxw,ICHxw/111,Hw,2,D6,
ICHxw,ICHxw/111,Lw,1,D6,
ICHxw,ICHxw/111,Pw,2,D6,
ICHxw,ICHxw/111,Sx,3,D6,
ICHxw_WA,ICHxw_WA/101,Bg,3,C4,
ICHxw_WA,ICHxw_WA/101,Bl,5,C4,
ICHxw_WA,ICHxw_WA/101,Cw,2,C4,
ICHxw_WA,ICHxw_WA/101,Ep,2,C4,
ICHxw_WA,ICHxw_WA/101,Fd,1,C4,
ICHxw_WA,ICHxw_WA/101,Hw,3,C4,
ICHxw_WA,ICHxw_WA/101,Lw,1,C4,
ICHxw_WA,ICHxw_WA/101,Pl,2,C4,
ICHxw_WA,ICHxw_WA/101,Py,2,C4,
ICHxw_WA,ICHxw_WA/101,Sx,5,C4,
ICHxw_WA,ICHxw_WA/103,Lw,2,B2,
ICHxw_WA,ICHxw_WA/103,Pl,3,B2,
ICHxw_WA,ICHxw_WA/103,Py,2,B2,
ICHxw_WA,ICHxw_WA/103,Fd,1,B2,
ICHxw_WA,ICHxw_WA/113,Act,1,D6,
ICHxw_WA,ICHxw_WA/113,Cw,1,D6,
ICHxw_WA,ICHxw_WA/113,Fd,2,D6,
ICHxw_WA,ICHxw_WA/113,Sx,2,D6,
ICHxwa,ICHxwa/101,At,2,C4,
ICHxwa,ICHxwa/101,Bg,2,C4,
ICHxwa,ICHxwa/101,Cw,2,C4,
ICHxwa,ICHxwa/101,Ep,3,C4,
ICHxwa,ICHxwa/101,Fd,1,C4,
ICHxwa,ICHxwa/101,Hw,3,C4,
ICHxwa,ICHxwa/101,Lw,1,C4,
ICHxwa,ICHxwa/101,Pl,3,C4,
ICHxwa,ICHxwa/101,Pw,2,C4,
ICHxwa,ICHxwa/101,Py,3,C4,
ICHxwa,ICHxwa/103,At,3,B2,
ICHxwa,ICHxwa/103,Ep,3,B2,
ICHxwa,ICHxwa/103,Lw,3,B2,
ICHxwa,ICHxwa/103,Py,1,B2,
ICHxwa,ICHxwa/103,Fd,1,B2,
ICHxwa,ICHxwa/111,Act,2,D6,
ICHxwa,ICHxwa/111,At,3,D6,
ICHxwa,ICHxwa/111,Bg,2,D6,
ICHxwa,ICHxwa/111,Cw,1,D6,
ICHxwa,ICHxwa/111,Ep,2,D6,
ICHxwa,ICHxwa/111,Fd,1,D6,
ICHxwa,ICHxwa/111,Hw,2,D6,
ICHxwa,ICHxwa/111,Lw,1,D6,
ICHxwa,ICHxwa/111,Pw,2,D6,
ICHxwa,ICHxwa/111,Sx,3,D6,
IDFdc,IDFdc/01,Fd,1,C4,
IDFdc,IDFdc/01,Lw,4,C4,
IDFdc,IDFdc/01,Pl,2,C4,
IDFdc,IDFdc/01,Py,4,C4,
IDFdc,IDFdc/01,Sx,3,C4,
IDFdc,IDFdc/03,Pl,2,B2,
IDFdc,IDFdc/03,Py,2,B2,
IDFdc,IDFdc/03,Fd,2,B2,
IDFdc,IDFdc/06,Bl,3,D6,
IDFdc,IDFdc/06,Cw,3,D6,
IDFdc,IDFdc/06,Fd,2,D6,
IDFdc,IDFdc/06,Pl,1,D6,
IDFdc,IDFdc/06,Sx,1,D6,
IDFdh_MT,IDFdh_MT/101,Fd,1,C4,
IDFdh_MT,IDFdh_MT/101,Lw,2,C4,
IDFdh_MT,IDFdh_MT/101,Py,1,C4,
IDFdh_MT,IDFdh_MT/103,Py,1,B2,
IDFdh_MT,IDFdh_MT/103,Fd,2,B2,1 to 2
IDFdh_MT,IDFdh_MT/113,Act,2,D6,
IDFdh_MT,IDFdh_MT/113,At,2,D6,
IDFdh_MT,IDFdh_MT/113,Cw,3,D6,
IDFdh_MT,IDFdh_MT/113,Ep,2,D6,
IDFdh_MT,IDFdh_MT/113,Fd,2,D6,
IDFdh_MT,IDFdh_MT/113,Lw,3,D6,
IDFdh_MT,IDFdh_MT/113,Sx,1,D6,
IDFdh_UT,IDFdh_UT/101,At,2,C4,
IDFdh_UT,IDFdh_UT/101,Fd,1,C4,
IDFdh_UT,IDFdh_UT/101,Jr,3,C4,
IDFdh_UT,IDFdh_UT/101,Py,1,C4,
IDFdh_UT,IDFdh_UT/101,Qa,2,C4,
IDFdh_UT,IDFdh_UT/102,Jr,1,B2,
IDFdh_UT,IDFdh_UT/102,Ju,2,B2,
IDFdh_UT,IDFdh_UT/102,Pe,1,B2,
IDFdh_UT,IDFdh_UT/102,Pf,2,B2,
IDFdh_UT,IDFdh_UT/102,Fd,3,B2,
IDFdh_UT,IDFdh_UT/113,At,1,D6,
IDFdh_UT,IDFdh_UT/113,Fd,2,D6,
IDFdh_UT,IDFdh_UT/113,Sx,2,D6,
IDFdh_WA,IDFdh_WA/101,Fd,1,C4,
IDFdh_WA,IDFdh_WA/101,Lw,2,C4,
IDFdh_WA,IDFdh_WA/101,Py,1,C4,
IDFdh_WA,IDFdh_WA/103,Py,1,B2,
IDFdh_WA,IDFdh_WA/103,Fd,2,B2,1 to 2
IDFdh_WA,IDFdh_WA/113,Act,1,D6,
IDFdh_WA,IDFdh_WA/113,At,3,D6,
IDFdh_WA,IDFdh_WA/113,Bg,3,D6,
IDFdh_WA,IDFdh_WA/113,Cw,3,D6,
IDFdh_WA,IDFdh_WA/113,Ep,2,D6,
IDFdh_WA,IDFdh_WA/113,Fd,2,D6,
IDFdh_WA,IDFdh_WA/113,Lw,3,D6,
IDFdh_WA,IDFdh_WA/113,Sx,1,D6,
IDFdk_MT,IDFdk_MT/101,At,2,C4,
IDFdk_MT,IDFdk_MT/101,Fd,1,C4,
IDFdk_MT,IDFdk_MT/101,Jr,3,C4,
IDFdk_MT,IDFdk_MT/101,Pl,2,C4,
IDFdk_MT,IDFdk_MT/101,Py,5,C4,
IDFdk_MT,IDFdk_MT/103,Jr,3,B2,
IDFdk_MT,IDFdk_MT/103,Pf,2,B2,
IDFdk_MT,IDFdk_MT/103,Py,1,B2,
IDFdk_MT,IDFdk_MT/103,Fd,1,B2,
IDFdk_MT,IDFdk_MT/113,Act,3,D6,
IDFdk_MT,IDFdk_MT/113,Sx,1,D6,
IDFdk_WA,IDFdk_WA/101,At,3,C4,
IDFdk_WA,IDFdk_WA/101,Fd,1,C4,
IDFdk_WA,IDFdk_WA/101,Lw,3,C4,
IDFdk_WA,IDFdk_WA/101,Pl,2,C4,
IDFdk_WA,IDFdk_WA/101,Py,2,C4,
IDFdk_WA,IDFdk_WA/103,Pl,3,B2,
IDFdk_WA,IDFdk_WA/103,Py,1,B2,
IDFdk_WA,IDFdk_WA/103,Fd,1,B2,
IDFdk_WA,IDFdk_WA/113,At,2,D6,
IDFdk_WA,IDFdk_WA/113,Cw,3,D6,
IDFdk_WA,IDFdk_WA/113,Fd,2,D6,
IDFdk_WA,IDFdk_WA/113,Sx,1,D6,
IDFdk1,IDFdk1/01,At,1,C4,
IDFdk1,IDFdk1/01,Bl,5,C4,
IDFdk1,IDFdk1/01,Fd,2,C4,
IDFdk1,IDFdk1/01,Lw,4,C4,
IDFdk1,IDFdk1/01,Pl,2,C4,
IDFdk1,IDFdk1/01,Py,3,C4,
IDFdk1,IDFdk1/01,Sx,3,C4,
IDFdk1,IDFdk1/03,At,3,B2,
IDFdk1,IDFdk1/03,Pl,3,B2,
IDFdk1,IDFdk1/03,Py,4,B2,
IDFdk1,IDFdk1/03,Fd,2,B2,
IDFdk1,IDFdk1/06,Act,2,D6,
IDFdk1,IDFdk1/06,At,3,D6,
IDFdk1,IDFdk1/06,Bl,5,D6,
IDFdk1,IDFdk1/06,Ep,3,D6,
IDFdk1,IDFdk1/06,Fd,2,D6,
IDFdk1,IDFdk1/06,Pl,3,D6,
IDFdk1,IDFdk1/06,Sx,1,D6,
IDFdk2,IDFdk2/01,At,1,C4,
IDFdk2,IDFdk2/01,Bl,5,C4,
IDFdk2,IDFdk2/01,Fd,1,C4,
IDFdk2,IDFdk2/01,Lw,4,C4,
IDFdk2,IDFdk2/01,Pl,1,C4,
IDFdk2,IDFdk2/01,Py,3,C4,
IDFdk2,IDFdk2/01,Sx,3,C4,
IDFdk2,IDFdk2/03,At,3,B2,
IDFdk2,IDFdk2/03,Lw,4,B2,
IDFdk2,IDFdk2/03,Pl,2,B2,
IDFdk2,IDFdk2/03,Py,3,B2,
IDFdk2,IDFdk2/03,Fd,2,B2,
IDFdk2,IDFdk2/06,Act,2,D6,
IDFdk2,IDFdk2/06,At,3,D6,
IDFdk2,IDFdk2/06,Bl,5,D6,
IDFdk2,IDFdk2/06,Ep,2,D6,
IDFdk2,IDFdk2/06,Fd,2,D6,
IDFdk2,IDFdk2/06,Pl,2,D6,
IDFdk2,IDFdk2/06,Sx,1,D6,
IDFdk3,IDFdk3/01,At,1,C4,
IDFdk3,IDFdk3/01,Fd,2,C4,
IDFdk3,IDFdk3/01,Lw,4,C4,
IDFdk3,IDFdk3/01,Pl,1,C4,
IDFdk3,IDFdk3/01,Sx,3,C4,
IDFdk3,IDFdk3/05,At,3,B2,
IDFdk3,IDFdk3/05,Pl,1,B2,
IDFdk3,IDFdk3/05,Fd,2,B2,
IDFdk3,IDFdk3/09,Act,3,D6,
IDFdk3,IDFdk3/09,Pl,2,D6,
IDFdk3,IDFdk3/09,Sx,1,D6,
IDFdk4,IDFdk4/01,At,1,C4,
IDFdk4,IDFdk4/01,Fd,2,C4,
IDFdk4,IDFdk4/01,Lw,4,C4,
IDFdk4,IDFdk4/01,Pl,1,C4,
IDFdk4,IDFdk4/01,Sx,4,C4,
IDFdk4,IDFdk4/03,Fd,2,B2,
IDFdk4,IDFdk4/10,Act,3,D6,
IDFdk4,IDFdk4/10,At,3,D6,
IDFdk4,IDFdk4/10,Pl,2,D6,
IDFdk4,IDFdk4/10,Sx,2,D6,
IDFdk5,IDFdk5/101,At,2,C4,
IDFdk5,IDFdk5/101,Ep,2,C4,
IDFdk5,IDFdk5/101,Fd,1,C4,
IDFdk5,IDFdk5/101,Lw,4,C4,
IDFdk5,IDFdk5/101,Pl,2,C4,
IDFdk5,IDFdk5/103,At,2,B2,
IDFdk5,IDFdk5/103,Py,4,B2,
IDFdk5,IDFdk5/103,Fd,1,B2,
IDFdk5,IDFdk5/110,At,2,D6,
IDFdk5,IDFdk5/110,Ep,2,D6,
IDFdk5,IDFdk5/110,Fd,2,D6,
IDFdk5,IDFdk5/110,Lw,4,D6,
IDFdk5,IDFdk5/110,Pl,3,D6,
IDFdk5,IDFdk5/110,Sx,1,D6,
IDFdm_MT,IDFdm_MT/101,Fd,1,C4,
IDFdm_MT,IDFdm_MT/101,Lw,1,C4,
IDFdm_MT,IDFdm_MT/101,Pl,1,C4,
IDFdm_MT,IDFdm_MT/101,Py,2,C4,
IDFdm_MT,IDFdm_MT/103,Lw,2,B2,
IDFdm_MT,IDFdm_MT/103,Py,1,B2,
IDFdm_MT,IDFdm_MT/103,Fd,1,B2,
IDFdm_MT,IDFdm_MT/113,Act,2,D6,
IDFdm_MT,IDFdm_MT/113,At,2,D6,
IDFdm_MT,IDFdm_MT/113,Bg,2,D6,
IDFdm_MT,IDFdm_MT/113,Fd,2,D6,
IDFdm_MT,IDFdm_MT/113,Lw,2,D6,
IDFdm_MT,IDFdm_MT/113,Sx,1,D6,
IDFdm_WA,IDFdm_WA/101,Fd,1,C4,
IDFdm_WA,IDFdm_WA/101,Lw,1,C4,
IDFdm_WA,IDFdm_WA/101,Pl,2,C4,
IDFdm_WA,IDFdm_WA/103,Lw,2,B2,
IDFdm_WA,IDFdm_WA/103,Py,2,B2,
IDFdm_WA,IDFdm_WA/103,Fd,1,B2,
IDFdm_WA,IDFdm_WA/113,Act,2,D6,
IDFdm_WA,IDFdm_WA/113,At,2,D6,
IDFdm_WA,IDFdm_WA/113,Bl,2,D6,
IDFdm_WA,IDFdm_WA/113,Fd,3,D6,
IDFdm_WA,IDFdm_WA/113,Sx,1,D6,
IDFdm1,IDFdm1/01,At,3,C4,
IDFdm1,IDFdm1/01,Bl,5,C4,
IDFdm1,IDFdm1/01,Ep,3,C4,
IDFdm1,IDFdm1/01,Fd,1,C4,
IDFdm1,IDFdm1/01,Lw,2,C4,
IDFdm1,IDFdm1/01,Pl,2,C4,
IDFdm1,IDFdm1/01,Py,2,C4,
IDFdm1,IDFdm1/01,Sx,5,C4,
IDFdm1,IDFdm1/03,At,3,B2,
IDFdm1,IDFdm1/03,Pl,3,B2,
IDFdm1,IDFdm1/03,Py,2,B2,
IDFdm1,IDFdm1/03,Fd,2,B2,
IDFdm1,IDFdm1/06,Act,3,D6,
IDFdm1,IDFdm1/06,At,3,D6,
IDFdm1,IDFdm1/06,Bl,3,D6,
IDFdm1,IDFdm1/06,Cw,3,D6,
IDFdm1,IDFdm1/06,Ep,2,D6,
IDFdm1,IDFdm1/06,Fd,1,D6,
IDFdm1,IDFdm1/06,Lw,2,D6,
IDFdm1,IDFdm1/06,Pl,2,D6,
IDFdm1,IDFdm1/06,Sx,1,D6,
IDFdm2,IDFdm2/101,At,2,C4,
IDFdm2,IDFdm2/101,Ep,2,C4,
IDFdm2,IDFdm2/101,Fd,1,C4,
IDFdm2,IDFdm2/101,Lw,1,C4,
IDFdm2,IDFdm2/101,Pl,2,C4,
IDFdm2,IDFdm2/101,Py,3,C4,
IDFdm2,IDFdm2/103,At,2,B2,
IDFdm2,IDFdm2/103,Ep,2,B2,
IDFdm2,IDFdm2/103,Lw,3,B2,
IDFdm2,IDFdm2/103,Py,1,B2,
IDFdm2,IDFdm2/103,Fd,1,B2,
IDFdm2,IDFdm2/111,Act,2,D6,
IDFdm2,IDFdm2/111,At,2,D6,
IDFdm2,IDFdm2/111,Ep,2,D6,
IDFdm2,IDFdm2/111,Fd,2,D6,
IDFdm2,IDFdm2/111,Lw,2,D6,
IDFdm2,IDFdm2/111,Pl,3,D6,
IDFdm2,IDFdm2/111,Sx,1,D6,
IDFdw,IDFdw/01,Bl,2,C4,
IDFdw,IDFdw/01,Fd,2,C4,
IDFdw,IDFdw/01,Pl,1,C4,
IDFdw,IDFdw/d,Bl,3,B2,
IDFdw,IDFdw/d,Pl,2,B2,
IDFdw,IDFdw/d,Fd,2,B2,
IDFdw,IDFdw/h,Bl,2,D6,
IDFdw,IDFdw/h,Pl,2,D6,
IDFdw,IDFdw/h,Sx,1,D6,
IDFdx_MT,IDFdx_MT/101,At,2,C4,
IDFdx_MT,IDFdx_MT/101,Fd,3,C4,1 to 3
IDFdx_MT,IDFdx_MT/101,Jr,3,C4,
IDFdx_MT,IDFdx_MT/101,Py,1,C4,
IDFdx_MT,IDFdx_MT/102,Jr,1,B2,
IDFdx_MT,IDFdx_MT/102,Pf,1,B2,
IDFdx_MT,IDFdx_MT/102,Py,2,B2,
IDFdx_MT,IDFdx_MT/113,Act,1,D6,
IDFdx_MT,IDFdx_MT/113,At,2,D6,
IDFdx_MT,IDFdx_MT/113,Fd,2,D6,1 to 3
IDFdx_MT,IDFdx_MT/113,Sx,2,D6,
IDFmw1,IDFmw1/01,At,3,C4,
IDFmw1,IDFmw1/01,Cw,2,C4,
IDFmw1,IDFmw1/01,Ep,2,C4,
IDFmw1,IDFmw1/01,Fd,1,C4,
IDFmw1,IDFmw1/01,Lw,1,C4,
IDFmw1,IDFmw1/01,Pl,1,C4,
IDFmw1,IDFmw1/01,Pw,2,C4,
IDFmw1,IDFmw1/01,Py,3,C4,
IDFmw1,IDFmw1/01,Sx,3,C4,
IDFmw1,IDFmw1/03,At,3,B2,
IDFmw1,IDFmw1/03,Ep,3,B2,
IDFmw1,IDFmw1/03,Lw,3,B2,
IDFmw1,IDFmw1/03,Pl,2,B2,
IDFmw1,IDFmw1/03,Py,2,B2,
IDFmw1,IDFmw1/03,Fd,2,B2,
IDFmw1,IDFmw1/06,Act,3,D6,
IDFmw1,IDFmw1/06,At,3,D6,
IDFmw1,IDFmw1/06,Bl,3,D6,
IDFmw1,IDFmw1/06,Cw,1,D6,
IDFmw1,IDFmw1/06,Ep,2,D6,
IDFmw1,IDFmw1/06,Fd,2,D6,1 to 2
IDFmw1,IDFmw1/06,Lw,1,D6,
IDFmw1,IDFmw1/06,Pl,2,D6,
IDFmw1,IDFmw1/06,Pw,3,D6,
IDFmw1,IDFmw1/06,Sx,1,D6,
IDFmw2,IDFmw2/01,At,2,C4,
IDFmw2,IDFmw2/01,Bl,5,C4,
IDFmw2,IDFmw2/01,Cw,2,C4,
IDFmw2,IDFmw2/01,Ep,2,C4,
IDFmw2,IDFmw2/01,Fd,1,C4,
IDFmw2,IDFmw2/01,Pl,1,C4,
IDFmw2,IDFmw2/01,Pw,2,C4,
IDFmw2,IDFmw2/01,Py,4,C4,
IDFmw2,IDFmw2/01,Sx,3,C4,
IDFmw2,IDFmw2/03,At,3,B2,
IDFmw2,IDFmw2/03,Cw,3,B2,
IDFmw2,IDFmw2/03,Ep,3,B2,
IDFmw2,IDFmw2/03,Lw,4,B2,
IDFmw2,IDFmw2/03,Pl,1,B2,
IDFmw2,IDFmw2/03,Pw,2,B2,
IDFmw2,IDFmw2/03,Py,2,B2,
IDFmw2,IDFmw2/03,Sx,3,B2,
IDFmw2,IDFmw2/03,Fd,2,B2,
IDFmw2,IDFmw2/04,Act,3,D6,
IDFmw2,IDFmw2/04,At,2,D6,
IDFmw2,IDFmw2/04,Bl,3,D6,
IDFmw2,IDFmw2/04,Cw,1,D6,
IDFmw2,IDFmw2/04,Ep,2,D6,
IDFmw2,IDFmw2/04,Fd,2,D6,
IDFmw2,IDFmw2/04,Hw,3,D6,
IDFmw2,IDFmw2/04,Lw,4,D6,
IDFmw2,IDFmw2/04,Pl,2,D6,
IDFmw2,IDFmw2/04,Pw,3,D6,
IDFmw2,IDFmw2/04,Sx,1,D6,
IDFww,IDFww/01,Act,3,C4,
IDFww,IDFww/01,Cw,3,C4,
IDFww,IDFww/01,Ep,3,C4,
IDFww,IDFww/01,Fd,1,C4,
IDFww,IDFww/01,Hw,3,C4,
IDFww,IDFww/01,Lw,4,C4,
IDFww,IDFww/01,Mb,3,C4,
IDFww,IDFww/01,Pl,2,C4,
IDFww,IDFww/01,Pw,4,C4,
IDFww,IDFww/01,Py,4,C4,
IDFww,IDFww/01,Sx,5,C4,
IDFww,IDFww/03,Act,3,B2,
IDFww,IDFww/03,Cw,2,B2,
IDFww,IDFww/03,Ep,3,B2,
IDFww,IDFww/03,Lw,4,B2,
IDFww,IDFww/03,Mb,3,B2,
IDFww,IDFww/03,Pl,2,B2,
IDFww,IDFww/03,Py,4,B2,
IDFww,IDFww/03,Sx,3,B2,
IDFww,IDFww/03,Fd,2,B2,
IDFww,IDFww/06,Act,3,D6,
IDFww,IDFww/06,Bg,3,D6,
IDFww,IDFww/06,Cw,1,D6,
IDFww,IDFww/06,Ep,3,D6,
IDFww,IDFww/06,Fd,2,D6,
IDFww,IDFww/06,Hw,3,D6,
IDFww,IDFww/06,Lw,4,D6,
IDFww,IDFww/06,Mb,2,D6,
IDFww,IDFww/06,Ss,3,D6,
IDFww,IDFww/06,Sx,1,D6,
IDFww1,IDFww1/01,Cw,3,C4,
IDFww1,IDFww1/01,Fd,1,C4,
IDFww1,IDFww1/01,Lw,4,C4,
IDFww1,IDFww1/01,Pl,2,C4,
IDFww1,IDFww1/01,Py,2,C4,
IDFww1,IDFww1/03,Lw,4,B2,
IDFww1,IDFww1/03,Pl,2,B2,
IDFww1,IDFww1/03,Py,2,B2,
IDFww1,IDFww1/03,Sx,3,B2,
IDFww1,IDFww1/03,Fd,2,B2,
IDFww1,IDFww1/06,Bg,2,D6,
IDFww1,IDFww1/06,Cw,1,D6,
IDFww1,IDFww1/06,Fd,1,D6,
IDFww1,IDFww1/06,Sx,2,D6,
IDFxc,IDFxc/01,Fd,1,C4,
IDFxc,IDFxc/01,Py,1,C4,
IDFxc,IDFxc/01,At,3,C4,
IDFxc,IDFxc/03,Py,1,B2,
IDFxc,IDFxc/03,Fd,2,B2,
IDFxc,IDFxc/08,At,2,D6,
IDFxc,IDFxc/08,Cw,3,D6,
IDFxc,IDFxc/08,Ep,2,D6,
IDFxc,IDFxc/08,Fd,2,D6,
IDFxc,IDFxc/08,Pl,4,D6,
IDFxc,IDFxc/08,Sx,1,D6,
IDFxh_ID,IDFxh_ID/101,Fd,2,C4,1 to 2
IDFxh_ID,IDFxh_ID/101,Om,3,C4,
IDFxh_ID,IDFxh_ID/101,Py,1,C4,
IDFxh_ID,IDFxh_ID/102,Py,1,B2,
IDFxh_ID,IDFxh_ID/113,Act,2,D6,
IDFxh_ID,IDFxh_ID/113,At,2,D6,
IDFxh_ID,IDFxh_ID/113,Bg,2,D6,
IDFxh_ID,IDFxh_ID/113,Fd,2,D6,
IDFxh_ID,IDFxh_ID/113,Pl,3,D6,
IDFxh_ID,IDFxh_ID/113,Sx,1,D6,
IDFxh_WA,IDFxh_WA/101,Fd,2,C4,1 to 2
IDFxh_WA,IDFxh_WA/101,Py,1,C4,
IDFxh_WA,IDFxh_WA/103,Py,1,B2,
IDFxh_WA,IDFxh_WA/103,Fd,3,B2,1 to 3
IDFxh_WA,IDFxh_WA/113,Act,2,D6,
IDFxh_WA,IDFxh_WA/113,At,5,D6,2 to 5
IDFxh_WA,IDFxh_WA/113,Fd,1,D6,
IDFxh_WA,IDFxh_WA/113,Sx,2,D6,
IDFxh1,IDFxh1/01,At,3,C4,
IDFxh1,IDFxh1/01,Fd,2,C4,1 to 2
IDFxh1,IDFxh1/01,Lw,4,C4,
IDFxh1,IDFxh1/01,Py,1,C4,
IDFxh1,IDFxh1/04,Py,1,B2,
IDFxh1,IDFxh1/04,Fd,3,B2,2 to 3
IDFxh1,IDFxh1/08,Act,3,D6,
IDFxh1,IDFxh1/08,At,3,D6,
IDFxh1,IDFxh1/08,Cw,3,D6,
IDFxh1,IDFxh1/08,Ep,2,D6,
IDFxh1,IDFxh1/08,Fd,1,D6,2 to 1
IDFxh1,IDFxh1/08,Lw,3,D6,
IDFxh1,IDFxh1/08,Pl,2,D6,
IDFxh1,IDFxh1/08,Py,3,D6,
IDFxh1,IDFxh1/08,Sx,1,D6,
IDFxh2,IDFxh2/01,At,3,C4,
IDFxh2,IDFxh2/01,Fd,2,C4,1 to 2
IDFxh2,IDFxh2/01,Py,1,C4,
IDFxh2,IDFxh2/04,Py,1,B2,
IDFxh2,IDFxh2/04,Fd,3,B2,2 to 3
IDFxh2,IDFxh2/08,Act,2,D6,
IDFxh2,IDFxh2/08,At,2,D6,
IDFxh2,IDFxh2/08,Cw,3,D6,
IDFxh2,IDFxh2/08,Ep,2,D6,
IDFxh2,IDFxh2/08,Fd,1,D6,2 to 1
IDFxh2,IDFxh2/08,Pl,4,D6,
IDFxh2,IDFxh2/08,Sx,1,D6,
IDFxh4,IDFxh4/01,At,3,C4,
IDFxh4,IDFxh4/01,Fd,2,C4,1 to 2
IDFxh4,IDFxh4/01,Lw,3,C4,
IDFxh4,IDFxh4/01,Py,1,C4,
IDFxh4,IDFxh4/04,Py,1,B2,
IDFxh4,IDFxh4/04,Fd,3,B2,2 to 3
IDFxh4,IDFxh4/08,Act,3,D6,
IDFxh4,IDFxh4/08,At,3,D6,
IDFxh4,IDFxh4/08,Cw,3,D6,
IDFxh4,IDFxh4/08,Ep,2,D6,
IDFxh4,IDFxh4/08,Fd,1,D6,2 to 1
IDFxh4,IDFxh4/08,Lw,3,D6,
IDFxh4,IDFxh4/08,Pl,2,D6,
IDFxh4,IDFxh4/08,Py,3,D6,
IDFxh4,IDFxh4/08,Sx,1,D6,
IDFxk,IDFxk/101,Fd,1,C4,
IDFxk,IDFxk/101,Py,4,C4,
IDFxk,IDFxk/102,Pf,4,B2,
IDFxk,IDFxk/102,Fd,2,B2,
IDFxk,IDFxk/112,Act,2,D6,
IDFxk,IDFxk/112,At,2,D6,
IDFxk,IDFxk/112,Ep,2,D6,
IDFxk,IDFxk/112,Fd,2,D6,
IDFxk,IDFxk/112,Pl,3,D6,
IDFxk,IDFxk/112,Sx,1,D6,
IDFxm,IDFxm/01,At,1,C4,
IDFxm,IDFxm/01,Fd,2,C4,
IDFxm,IDFxm/01,Pl,2,C4,
IDFxm,IDFxm/02,Fd,3,B2,
IDFxm,IDFxm/08,Act,3,D6,
IDFxm,IDFxm/08,At,2,D6,
IDFxm,IDFxm/08,Fd,2,D6,
IDFxm,IDFxm/08,Pl,3,D6,
IDFxm,IDFxm/08,Sx,1,D6,
IDFxm_CO,IDFxm_CO/101,At,2,C4,
IDFxm_CO,IDFxm_CO/101,Fd,1,C4,
IDFxm_CO,IDFxm_CO/101,Py,1,C4,
IDFxm_CO,IDFxm_CO/102,Jr,1,B2,
IDFxm_CO,IDFxm_CO/102,Pe,2,B2,
IDFxm_CO,IDFxm_CO/102,Pf,2,B2,
IDFxm_CO,IDFxm_CO/102,Py,2,B2,
IDFxm_CO,IDFxm_CO/102,Qa,2,B2,
IDFxm_CO,IDFxm_CO/102,Fd,3,B2,
IDFxm_CO,IDFxm_CO/113,At,1,D6,
IDFxm_CO,IDFxm_CO/113,Bc,2,D6,
IDFxm_CO,IDFxm_CO/113,Fd,2,D6,
IDFxm_CO,IDFxm_CO/113,Pl,3,D6,
IDFxm_CO,IDFxm_CO/113,Py,2,D6,
IDFxm_CO,IDFxm_CO/113,Sx,1,D6,
IDFxw,IDFxw/01,At,3,C4,
IDFxw,IDFxw/01,Fd,1,C4,
IDFxw,IDFxw/01,Py,2,C4,
IDFxw,IDFxw/03,Py,3,B2,
IDFxw,IDFxw/03,Fd,3,B2,
IDFxw,IDFxw/07,Act,3,D6,
IDFxw,IDFxw/07,At,3,D6,
IDFxw,IDFxw/07,Ep,3,D6,
