BGC,SS_NoSpace,Spp,ESuit,AssessSuit,differnce,Assessor,Restrict_type,TB_Changed,WM_Comments,DM_Comments,CoastSuit,ESuit_new,AB Comment Oct-Nov 2019,ESuit_TB,ESuit_CCISS,CCISS_Change,PredSuit
CWHvm1_PR,CWHvm1_PR/10,Ss,2,2,FALSE,HAK/SS,,,,,2,,,,,,
CWHvm1_PR,CWHvm1_PR/11,Act,1,1,FALSE,HAK/SS,,,,,1,,,,,,
CWHvm1_PR,CWHvm1_PR/11,Dr,1,1,FALSE,HAK/SS,,,,,1,,,,,,
CWHvm1_PR,CWHvm1_PR/11,Mb,5,3,FALSE,HAK/SS,,,3 to 5,,3,,,,,,
CWHvm1_PR,CWHvm1_PR/12,Cw,2,2,FALSE,AB,,,,,2,2,productivity limitation,,,,
CWHvm1_PR,CWHvm1_PR/12,Dr,3,3,FALSE,HAK/SS,,,,,3,,,,,,
CWHvm1_PR,CWHvm1_PR/12,Hm,3,3,FALSE,HAK/SS,,,,,3,,,,,,
CWHvm1_PR,CWHvm1_PR/12,Hw,1,1,FALSE,HAK/SS,,,,,1,,,,,,
CWHvm1_PR,CWHvm1_PR/12,Pl,2,2,FALSE,HAK/SS,,,,,2,,,,,,
CWHvm1_PR,CWHvm1_PR/12,Yc,2,2,FALSE,AB,,,,,2,2,minor restriction to Yc,,,,
CWHvm1_PR,CWHvm1_PR/13,Cw,2,3,TRUE,WHM,,,3 to 2,,3,,,,,,
CWHvm1_PR,CWHvm1_PR/13,Hm,3,3,FALSE,HAK/SS,,,,,3,,,,,,
CWHvm1_PR,CWHvm1_PR/13,Pl,2,1,FALSE,AB,,,,,1,2,productivity limitations,,,,
CWHvm1_PR,CWHvm1_PR/13,Yc,3,3,FALSE,HAK/SS,,,,,3,,,,,,
CWHvm1_PR,CWHvm1_PR/14,Act,3,3,FALSE,HAK/SS,,,,,3,,,,,,
CWHvm1_PR,CWHvm1_PR/14,Ba,3,3,FALSE,HAK/SS,,,,,3,,,,,,
CWHvm1_PR,CWHvm1_PR/14,Cw,1,1,FALSE,HAK/SS,,,,,1,,,,,,
CWHvm1_PR,CWHvm1_PR/14,Dr,3,3,FALSE,HAK/SS,,,,,3,,,,,,
CWHvm1_PR,CWHvm1_PR/14,Hm,3,3,FALSE,HAK/SS,,,,,3,,,,,,
CWHvm1_PR,CWHvm1_PR/14,Hw,2,2,FALSE,HAK/SS,,,,,2,,,,,,
CWHvm1_PR,CWHvm1_PR/14,Mb,5,3,FALSE,HAK/SS,,,3 to 5,,3,,,,,,
CWHvm1_PR,CWHvm1_PR/14,Pl,3,3,FALSE,HAK/SS,,,,,3,,,,,,
CWHvm1_PR,CWHvm1_PR/14,Ss,2,2,FALSE,HAK/SS,,,,,2,,,,,,
CWHvm2,CWHvm2/01,Ba,1,,FALSE,,,,,,,,,,1,,
CWHvm2,CWHvm2/01,Cw,2,2,FALSE,AB,,,,,2,2,lower elevations,,2,,
CWHvm2,CWHvm2/01,Fd,4,3,FALSE,AB,,,,,3,4,absent from vm2 except at lowest elevations,,4,,
CWHvm2,CWHvm2/01,Hm,2,,FALSE,,,,,,,,,,2,,
CWHvm2,CWHvm2/01,Hw,1,,FALSE,,,,,,,,,,1,,
CWHvm2,CWHvm2/01,Ss,2,,FALSE,,,,,,,,,,2,,
CWHvm2,CWHvm2/01,Yc,2,,FALSE,,,,,,,,,,2,,
CWHvm2,CWHvm2/02,Cw,3,3,FALSE,AB,,,,,3,3,productivity limitation,,,,
CWHvm2,CWHvm2/02,Fd,3,3,FALSE,AB,,,,,3,3,"if found in vm2, more likely on these sites",,,,
CWHvm2,CWHvm2/02,Hm,3,,FALSE,,,,,,,,,,,,
CWHvm2,CWHvm2/02,Hw,3,3,FALSE,AB,,,,,,3,productivity limitation,,,,
CWHvm2,CWHvm2/02,Pl,2,2,FALSE,AB,,,,,,2,productivity limitations,,,,
CWHvm2,CWHvm2/02,Yc,2,2,FALSE,AB,,,,,,2,productivity limitations,,,,
CWHvm2,CWHvm2/03,Cw,2,2,FALSE,AB,,,,,2,2,lower elevations,,2,,
CWHvm2,CWHvm2/03,Fd,3,3,FALSE,AB,,,,,3,3,"if found in vm2, more likely on these sites",,3,,
CWHvm2,CWHvm2/03,Hm,2,,FALSE,,,,,,,,,,2,,
CWHvm2,CWHvm2/03,Hw,1,,FALSE,,,,,,,,,,1,,
CWHvm2,CWHvm2/03,Pl,3,,FALSE,,,,,,,,,,3,,
CWHvm2,CWHvm2/03,Pw,5,5,FALSE,HAK/SS,,,,,5,,,,5,,
CWHvm2,CWHvm2/03,Yc,2,,FALSE,,,,,,,,,,2,,
CWHvm2,CWHvm2/04,Ba,2,,FALSE,,,,,,,,,,,,
CWHvm2,CWHvm2/04,Cw,2,2,FALSE,HAK/SS,,,,,2,,,,,,
CWHvm2,CWHvm2/04,Fd,3,3,FALSE,AB,,,,,3,3,"if found in vm2, more likely on these sites",,,,
CWHvm2,CWHvm2/04,Hm,2,,FALSE,,,,,,,,,,,,
CWHvm2,CWHvm2/04,Hw,1,,FALSE,,,,,,,,,,,,
CWHvm2,CWHvm2/04,Pw,3,3,FALSE,HAK/SS,,,,,3,,,,,,
CWHvm2,CWHvm2/04,Ss,2,,FALSE,,,,,,,,,,,,
CWHvm2,CWHvm2/04,Yc,2,,FALSE,,,,,,,,,,,,
CWHvm2,CWHvm2/05,Ba,1,,FALSE,,,,,,,,,,,,
CWHvm2,CWHvm2/05,Cw,1,1,FALSE,HAK/SS,,,,,1,,,,,,
CWHvm2,CWHvm2/05,Fd,4,3,FALSE,AB,,,,,3,4,generally absent from vm2 on 05,,,,
CWHvm2,CWHvm2/05,Hm,3,,FALSE,,,,,,,,,,,,
CWHvm2,CWHvm2/05,Hw,2,,FALSE,,,,,,,,,,,,
CWHvm2,CWHvm2/05,Pw,3,3,FALSE,HAK/SS,,,,,3,,,,,,
CWHvm2,CWHvm2/05,Ss,2,,FALSE,,,,,,,,,,,,
CWHvm2,CWHvm2/05,Yc,2,,FALSE,,,,,,,,,,,,
CWHvm2,CWHvm2/06,Ba,1,,FALSE,,,,,,,,,,,,
CWHvm2,CWHvm2/06,Cw,1,1,FALSE,HAK/SS,,,,,1,,,,,,
CWHvm2,CWHvm2/06,Fd,4,4,FALSE,AB,,,,,4,4,generally absent from vm2 on 06,,,,
CWHvm2,CWHvm2/06,Hm,2,,FALSE,,,,,,,,,,,,
CWHvm2,CWHvm2/06,Hw,1,,FALSE,,,,,,,,,,,,
CWHvm2,CWHvm2/06,Ss,3,,FALSE,,,,,,,,,,,,
CWHvm2,CWHvm2/06,Yc,2,,FALSE,,,,,,,,,,,,
CWHvm2,CWHvm2/07,Ba,1,,FALSE,,,,,,,,,,,,
CWHvm2,CWHvm2/07,Cw,1,1,FALSE,HAK/SS,,,,,1,,,,,,
CWHvm2,CWHvm2/07,Fd,4,4,FALSE,AB,,,,,4,4,generally absent from vm2 on 07,,,,
CWHvm2,CWHvm2/07,Hm,3,,FALSE,,,,,,,,,,,,
CWHvm2,CWHvm2/07,Hw,2,,FALSE,,,,,,,,,,,,
CWHvm2,CWHvm2/07,Ss,2,,FALSE,,,,,,,,,,,,
CWHvm2,CWHvm2/07,Yc,2,,FALSE,,,,,,,,,,,,
CWHvm2,CWHvm2/08,Ba,1,,FALSE,,,,,,,,,,1,,
CWHvm2,CWHvm2/08,Cw,2,2,FALSE,HAK/SS,,,,,2,,,,2,,
CWHvm2,CWHvm2/08,Hm,3,,FALSE,,,,,,,,,,3,,
CWHvm2,CWHvm2/08,Hw,2,,FALSE,,,,,,,,,,2,,
CWHvm2,CWHvm2/08,Ss,2,,FALSE,,,,,,,,,,2,,
CWHvm2,CWHvm2/08,Yc,2,,FALSE,,,,,,,,,,2,,
CWHvm2,CWHvm2/09,Ba,1,,FALSE,,,,,,,,,,,,
CWHvm2,CWHvm2/09,Cw,2,2,FALSE,AB,,,,,2,2,productivity limitation; lower elevations,,,,
CWHvm2,CWHvm2/09,Hm,2,,FALSE,,,,,,,,,,,,
CWHvm2,CWHvm2/09,Hw,2,2,FALSE,AB,,,,,,2,wet; productivity limitations,,,,
CWHvm2,CWHvm2/09,Pl,2,,FALSE,,,,,,,,,,,,
CWHvm2,CWHvm2/09,Yc,2,2,FALSE,AB,,,,,,2,minor restriction to Yc,,,,
CWHvm2,CWHvm2/10,Hm,2,,FALSE,,,,,,,,,,,,
CWHvm2,CWHvm2/10,Pl,2,2,FALSE,AB,,,,,,2,productivity limitations,,,,
CWHvm2,CWHvm2/10,Yc,2,2,FALSE,AB,,,,,,2,productivity limitations,,,,
CWHvm2,CWHvm2/11,Cw,1,1,FALSE,HAK/SS,,,,,1,,,,,,
CWHvm2,CWHvm2/11,Hm,2,,FALSE,,,,,,,,,,,,
CWHvm2,CWHvm2/11,Hw,2,,FALSE,,,,,,,,,,,,
CWHvm2,CWHvm2/11,Ss,3,,FALSE,,,,,,,,,,,,
CWHvm2,CWHvm2/11,Yc,1,,FALSE,,,,,,,,,,,,
CWHwh_WA,CWHwh_WA/101,Cw,1,1,FALSE,DVM,,,,changed 2 to 1,,,,,1,,
CWHwh_WA,CWHwh_WA/101,Dr,2,,FALSE,,,,,,,,,,2,,
CWHwh_WA,CWHwh_WA/101,Fd,1,,FALSE,,,,,,,,,,1,,
CWHwh_WA,CWHwh_WA/101,Hw,1,,FALSE,,,,,,,,,,1,,
CWHwh_WA,CWHwh_WA/101,Mb,3,,FALSE,,,,,,,,,,3,,
CWHwh_WA,CWHwh_WA/101,Ss,2,,FALSE,,,,,,,,,,2,,
CWHwh_WA,CWHwh_WA/102,Cw,3,3,FALSE,DVM,,,,changed 2 to 3,,,,,,,
CWHwh_WA,CWHwh_WA/102,Dr,3,3,FALSE,DVM,,,,changed 1 to 3,,,,,,,
CWHwh_WA,CWHwh_WA/102,Fd,2,2,FALSE,DVM,,,,changed 1 to 2,,,,,,,
CWHwh_WA,CWHwh_WA/102,Hw,2,2,FALSE,DVM,,,,changed 1 to 2,,,,,,,
CWHwh_WA,CWHwh_WA/102,Ss,5,5,FALSE,DVM,,,,moved to new 103,,,,,,,
CWHwh_WA,CWHwh_WA/103,Cw,1,,FALSE,,,,,,,,,,1,,
CWHwh_WA,CWHwh_WA/103,Dr,3,,FALSE,,,,,,,,,,3,,
CWHwh_WA,CWHwh_WA/103,Fd,1,,FALSE,,,,,,,,,,1,,
CWHwh_WA,CWHwh_WA/103,Hw,1,,FALSE,,,,,,,,,,1,,
CWHwh_WA,CWHwh_WA/103,Ss,2,,FALSE,,,,,,,,,,2,,
CWHwh_WA,CWHwh_WA/110,Cw,1,1,FALSE,DVM,,,,changed 2 to 1,,,,,,,
CWHwh_WA,CWHwh_WA/110,Dr,2,2,FALSE,DVM,,,,changed 1 to 2,,,,,,,
CWHwh_WA,CWHwh_WA/110,Fd,3,3,FALSE,DVM,,,,changed 1 to 3,,,,,,,
CWHwh_WA,CWHwh_WA/110,Hw,1,,FALSE,,,,,,,,,,,,
CWHwh_WA,CWHwh_WA/110,Mb,5,5,FALSE,DVM,,,,moved to new 112,,,,,,,
CWHwh_WA,CWHwh_WA/110,Ss,5,5,FALSE,DVM,,,,moved to new 112,,,,,,,
CWHwh_WA,CWHwh_WA/111,Cw,1,1,FALSE,DVM,,,,changed 2 to 1,,,,,,,
CWHwh_WA,CWHwh_WA/111,Dr,2,2,FALSE,DVM,,,,changed 1 to 2,,,,,,,
CWHwh_WA,CWHwh_WA/111,Fd,3,3,FALSE,DVM,,,,changed 1 to 3,,,,,,,
CWHwh_WA,CWHwh_WA/111,Hw,1,,FALSE,,,,,,,,,,,,
CWHwh_WA,CWHwh_WA/111,Mb,5,5,FALSE,DVM,,,,moved to new 113,,,,,,,
CWHwh_WA,CWHwh_WA/111,Ss,5,5,FALSE,DVM,,,,moved to new 113,,,,,,,
CWHwh_WA,CWHwh_WA/112,Cw,2,,FALSE,,,,,,,,,,,,
CWHwh_WA,CWHwh_WA/112,Dr,2,,FALSE,,,,,,,,,,,,
CWHwh_WA,CWHwh_WA/112,Fd,2,,FALSE,,,,,,,,,,,,
CWHwh_WA,CWHwh_WA/112,Hw,1,,FALSE,,,,,,,,,,,,
CWHwh_WA,CWHwh_WA/112,Mb,3,,FALSE,,,,,,,,,,,,
CWHwh_WA,CWHwh_WA/112,Ss,1,,FALSE,,,,,,,,,,,,
CWHwh_WA,CWHwh_WA/113,Cw,2,,FALSE,,,,,,,,,,2,,
CWHwh_WA,CWHwh_WA/113,Dr,2,,FALSE,,,,,,,,,,2,,
CWHwh_WA,CWHwh_WA/113,Fd,2,,FALSE,,,,,,,,,,2,,
CWHwh_WA,CWHwh_WA/113,Hw,1,,FALSE,,,,,,,,,,1,,
CWHwh_WA,CWHwh_WA/113,Mb,3,,FALSE,,,,,,,,,,3,,
CWHwh_WA,CWHwh_WA/113,Ss,1,,FALSE,,,,,,,,,,1,,
CWHwh1,CWHwh1/101,Cw,1,1,FALSE,HAK/SS,,,,,1,,,,1,,
CWHwh1,CWHwh1/101,Dr,2,,FALSE,,,,,,,,,,2,,
CWHwh1,CWHwh1/101,Hw,1,,FALSE,,,,,,,,,,1,,
CWHwh1,CWHwh1/101,Ss,1,,FALSE,,,,,,,,,,1,,
CWHwh1,CWHwh1/102,Cw,2,2,FALSE,HAK/SS,,,,,2,,,,2,,
CWHwh1,CWHwh1/102,Dr,3,,FALSE,,,,,,,,,,3,,
CWHwh1,CWHwh1/102,Hw,1,,FALSE,,,,,,,,,,1,,
CWHwh1,CWHwh1/102,Pl,3,,FALSE,,,,,,,,,,3,,
CWHwh1,CWHwh1/102,Ss,2,,FALSE,,,,,,,,,,2,,
CWHwh1,CWHwh1/103,Cw,3,,FALSE,,,,,,,,,,,,
CWHwh1,CWHwh1/103,Dr,3,,FALSE,,,,,,,,,,,,
CWHwh1,CWHwh1/103,Hw,3,,FALSE,,,,,,,,,,,,
CWHwh1,CWHwh1/103,Ss,1,,FALSE,,,,,,,,,,,,
CWHwh1,CWHwh1/103.1,Cw,3,3,FALSE,HAK/SS,,,,,3,,,,,,
CWHwh1,CWHwh1/103.2,Cw,5,5,FALSE,HAK/SS,,,,,5,,,,,,
CWHwh1,CWHwh1/104,Cw,3,3,FALSE,HAK/SS,,,,,3,,,,,,
CWHwh1,CWHwh1/104,Dr,3,,FALSE,,,,,,,,,,,,
CWHwh1,CWHwh1/104,Hw,3,,FALSE,,,,,,,,,,,,
CWHwh1,CWHwh1/104,Ss,1,,FALSE,,,,,,,,,,,,
CWHwh1,CWHwh1/105,Cw,1,1,FALSE,HAK/SS,,,,,1,,,,,,
CWHwh1,CWHwh1/105,Dr,2,,FALSE,,,,,,,,,,,,
CWHwh1,CWHwh1/105,Hw,2,,FALSE,,,,,,,,,,,,
CWHwh1,CWHwh1/105,Ss,1,,FALSE,,,,,,,,,,,,
CWHwh1,CWHwh1/110,Cw,1,1,FALSE,HAK/SS,,,,,1,,,,,,
CWHwh1,CWHwh1/110,Dr,3,,FALSE,,,,,,,,,,,,
CWHwh1,CWHwh1/110,Hw,1,,FALSE,,,,,,,,,,,,
CWHwh1,CWHwh1/110,Pl,3,,FALSE,,,,,,,,,,,,
CWHwh1,CWHwh1/110,Ss,3,,FALSE,,,,,,,,,,,,
CWHwh1,CWHwh1/111,Cw,1,1,FALSE,HAK/SS,,,,,1,,,,,,
CWHwh1,CWHwh1/111,Dr,2,2,FALSE,AB,,,,,,2,Not an alluvial site so 2 is appropriate,,,,
CWHwh1,CWHwh1/111,Hw,2,2,FALSE,AB,,,,,,2,2 is appropriate; rich site for Hw but acceptable growth,,,,
CWHwh1,CWHwh1/111,Ss,1,,FALSE,,,,,,,,,,,,
CWHwh1,CWHwh1/112,Cw,2,2,FALSE,HAK/SS,,,,,2,,,,,,
CWHwh1,CWHwh1/112,Dr,1,,FALSE,,,,,,,,,,,,
CWHwh1,CWHwh1/112,Hw,2,,FALSE,,,,,,,,,,,,
CWHwh1,CWHwh1/112,Ss,1,,FALSE,,,,,,,,,,,,
CWHwh1,CWHwh1/113,Cw,2,2,FALSE,HAK/SS,,,,,2,,,,,,
CWHwh1,CWHwh1/113,Dr,1,,FALSE,,,,,,,,,,,,
CWHwh1,CWHwh1/113,Hw,3,,FALSE,,,,,,,,,,,,
CWHwh1,CWHwh1/113,Ss,1,,FALSE,,,,,,,,,,,,
CWHwh1,CWHwh1/114,Dr,1,,FALSE,,,,,,,,,,,,
CWHwh1,CWHwh1/114,Ss,3,,FALSE,,,,,,,,,,,,
CWHwh1,CWHwh1/115,Cw,1,1,FALSE,HAK/SS,,,,,1,,,,,,
CWHwh1,CWHwh1/115,Dr,3,,FALSE,,,,,,,,,,,,
CWHwh1,CWHwh1/115,Hm,3,,FALSE,,,,,,,,,,,,
CWHwh1,CWHwh1/115,Hw,2,,FALSE,,,,,,,,,,,,
CWHwh1,CWHwh1/115,Pl,3,,FALSE,,,,,,,,,,,,
CWHwh1,CWHwh1/115,Yc,2,,FALSE,,,,,,,,,,,,
CWHwh1,CWHwh1/116,Cw,1,1,FALSE,HAK/SS,,,,,1,,,,1,,
CWHwh1,CWHwh1/116,Dr,2,,FALSE,,,,,,,,,,2,,
CWHwh1,CWHwh1/116,Hw,2,2,FALSE,AB,,,,,,2,2 is appropriate; rich site for Hw but acceptable growth,,2,,
CWHwh1,CWHwh1/116,Ss,1,,FALSE,,,,,,,,,,1,,
CWHwh1,CWHwh1/117,Cw,3,3,FALSE,HAK/SS,,,,,3,,,,,,
CWHwh1,CWHwh1/117,Dr,3,,FALSE,,,,,,,,,,,,
CWHwh1,CWHwh1/117,Hw,3,,FALSE,,,,,,,,,,,,
CWHwh1,CWHwh1/117,Ss,2,2,FALSE,AB,,,,,,2,Ss well adapted but growth limitation,,,,
CWHwh1,CWHwh1/118,Cw,1,1,FALSE,HAK/SS,,,,,1,,,,,,
CWHwh1,CWHwh1/118,Dr,3,,FALSE,,,,,,,,,,,,
CWHwh1,CWHwh1/118,Hw,3,,FALSE,,,,,,,,,,,,
CWHwh1,CWHwh1/118,Pl,3,,FALSE,,,,,,,,,,,,
CWHwh1,CWHwh1/118,Ss,2,2,FALSE,AB,,,,,,2,Ss well adapted but growth limitation,,,,
CWHwh1,CWHwh1/118,Yc,3,,FALSE,,,,,,,,,,,,
CWHwh1,CWHwh1/118a,Cw,1,1,FALSE,HAK/SS,,,,,1,,,,,,
CWHwh1,CWHwh1/118b,Cw,1,1,FALSE,HAK/SS,,,,,1,,,,,,
CWHwh1,CWHwh1/Wb51,Cw,3,3,FALSE,HAK/SS,,,,,3,,,,,,
CWHwh1,CWHwh1/Wb51,Pl,2,2,FALSE,AB,,,,,,2,productivity limitations,,,,
CWHwh1,CWHwh1/Wb51,Yc,3,,FALSE,,,,,,,,,,,,
CWHwh2,CWHwh2/101,Cw,2,2,FALSE,HAK/SS,,,,,2,,,,2,,
CWHwh2,CWHwh2/101,Cw,2,2,FALSE,HAK/SS,,,,,2,,,,2,,
CWHwh2,CWHwh2/101,Hm,3,,FALSE,,,,,,,,,,3,,
CWHwh2,CWHwh2/101,Hm,3,,FALSE,,,,,,,,,,3,,
CWHwh2,CWHwh2/101,Hw,1,,FALSE,,,,,,,,,,1,,
CWHwh2,CWHwh2/101,Hw,1,,FALSE,,,,,,,,,,1,,
CWHwh2,CWHwh2/101,Ss,2,,FALSE,,,,,,,,,,2,,
CWHwh2,CWHwh2/101,Ss,2,,FALSE,,,,,,,,,,2,,
CWHwh2,CWHwh2/101,Yc,1,,FALSE,,,,,,,,,,1,,
CWHwh2,CWHwh2/101,Yc,1,,FALSE,,,,,,,,,,1,,
CWHwh2,CWHwh2/101a,Cw,2,2,FALSE,HAK/SS,,,,,2,,,,,,
CWHwh2,CWHwh2/101b,Cw,2,2,FALSE,HAK/SS,,,,,2,,,,,,
CWHwh2,CWHwh2/101c,Cw,2,2,FALSE,HAK/SS,,,,,2,,,,,,
CWHwh2,CWHwh2/110,Cw,2,2,FALSE,HAK/SS,,,,,2,,,,,,
CWHwh2,CWHwh2/110,Hm,3,,FALSE,,,,,,,,,,,,
CWHwh2,CWHwh2/110,Hw,1,,FALSE,,,,,,,,,,,,
CWHwh2,CWHwh2/110,Ss,2,,FALSE,,,,,,,,,,,,
CWHwh2,CWHwh2/110,Yc,1,,FALSE,,,,,,,,,,,,
CWHwh2,CWHwh2/111,Cw,3,3,FALSE,HAK/SS,,,,,3,,,,,,
CWHwh2,CWHwh2/111,Hm,2,,FALSE,,,,,,,,,,,,
CWHwh2,CWHwh2/111,Hw,2,,FALSE,,,,,,,,,,,,
CWHwh2,CWHwh2/111,Ss,3,,FALSE,,,,,,,,,,,,
CWHwh2,CWHwh2/111,Yc,2,2,FALSE,AB,,,,,,2,minor restriction to Yc,,,,
CWHwh2,CWHwh2/112,Cw,2,2,FALSE,HAK/SS,,,,,2,,,,2,,
CWHwh2,CWHwh2/112,Hm,3,,FALSE,,,,,,,,,,3,,
CWHwh2,CWHwh2/112,Hw,2,2,FALSE,AB,,,,,,2,2 is appropriate; rich site for Hw but acceptable growth,,2,,
CWHwh2,CWHwh2/112,Ss,2,,FALSE,,,,,,,,,,2,,
CWHwh2,CWHwh2/112,Yc,1,,FALSE,,,,,,,,,,1,,
CWHwh2,CWHwh2/112a,Cw,2,2,FALSE,HAK/SS,,,,,2,,,,,,
CWHwh2,CWHwh2/112b,Cw,2,2,FALSE,HAK/SS,,,,,2,,,,,,
CWHwhz,CWHwhz/101,Act,3,,FALSE,,,,,,,,,,,,
CWHwhz,CWHwhz/101,Ba,2,,FALSE,,,,,,,,,,,,
CWHwhz,CWHwhz/101,Cw,1,,FALSE,,,,,,,,,,,,
CWHwhz,CWHwhz/101,Dr,2,,FALSE,,,,,,,,,,,,
CWHwhz,CWHwhz/101,Mb,3,,FALSE,,,,,,,,,,,,
CWHwhz,CWHwhz/101,Pw,3,,FALSE,,,,,,,,,,,,
CWHwhz,CWHwhz/102,Act,3,,FALSE,,,,,,,,,,,,
CWHwhz,CWHwhz/102,Fd,1,,FALSE,,,,,,,,,,,,
CWHwhz,CWHwhz/102,Hw,1,,FALSE,,,,,,,,,,,,
CWHwhz,CWHwhz/102,Mb,3,,FALSE,,,,,,,,,,,,
CWHwhz,CWHwhz/102,Pw,3,,FALSE,,,,,,,,,,,,
CWHwhz,CWHwhz/110,Ba,2,,FALSE,,,,,,,,,,,,
CWHwhz,CWHwhz/110,Cw,1,,FALSE,,,,,,,,,,,,
CWHwhz,CWHwhz/110,Dr,2,,FALSE,,,,,,,,,,,,
CWHwhz,CWHwhz/110,Fd,2,,FALSE,,,,,,,,,,,,
CWHwhz,CWHwhz/110,Hw,1,,FALSE,,,,,,,,,,,,
CWHwhz,CWHwhz/110,Mb,3,,FALSE,,,,,,,,,,,,
CWHwhz,CWHwhz/111,Act,1,,FALSE,,,,,,,,,,,,
CWHwhz,CWHwhz/111,Ba,2,,FALSE,,,,,,,,,,,,
CWHwhz,CWHwhz/111,Cw,1,,FALSE,,,,,,,,,,,,
CWHwhz,CWHwhz/111,Dr,1,,FALSE,,,,,,,,,,,,
CWHwhz,CWHwhz/111,Fd,1,,FALSE,,,,,,,,,,,,
CWHwhz,CWHwhz/111,Hw,5,,FALSE,,,,,,,,,,,,
CWHwm,CWHwm/01,Ba,3,,FALSE,,,,,,,,,,3,,
CWHwm,CWHwm/01,Cw,4,4,FALSE,AB,,,,,,4,mostly beyond natural range of Cw though not completely,,4,,
CWHwm,CWHwm/01,Dr,2,,FALSE,,,,,,,,,,2,,
CWHwm,CWHwm/01,Hm,3,,FALSE,,,,,,,,,,3,,
CWHwm,CWHwm/01,Hw,1,,FALSE,,,,,,,,,,1,,
CWHwm,CWHwm/01,Ss,1,,FALSE,,,,,,,,,,1,,
CWHwm,CWHwm/01,Yc,3,,FALSE,,,,,,,,,,3,,
CWHwm,CWHwm/02,Cw,4,4,FALSE,AB,,,,,,4,mostly beyond natural range of Cw though not completely,,4,,
CWHwm,CWHwm/02,Dr,3,,FALSE,,,,,,,,,,3,,
CWHwm,CWHwm/02,Hm,3,,FALSE,,,,,,,,,,3,,
CWHwm,CWHwm/02,Hw,1,,FALSE,,,,,,,,,,1,,
CWHwm,CWHwm/02,Pl,1,,FALSE,,,,,,,,,,1,,
CWHwm,CWHwm/02,Ss,3,,FALSE,,,,,,,,,,3,,
CWHwm,CWHwm/03,Act,3,,FALSE,,,,,,,,,,,,
CWHwm,CWHwm/03,Ba,3,,FALSE,,,,,,,,,,,,
CWHwm,CWHwm/03,Cw,4,4,FALSE,AB,,,,,,4,mostly beyond natural range of Cw though not completely,,,,
CWHwm,CWHwm/03,Dr,2,,FALSE,,,,,,,,,,,,
CWHwm,CWHwm/03,Hw,2,,FALSE,,,,,,,,,,,,
CWHwm,CWHwm/03,Ss,1,,FALSE,,,,,,,,,,,,
CWHwm,CWHwm/03,Yc,3,,FALSE,,,,,,,,,,,,
CWHwm,CWHwm/04,Act,2,2,FALSE,AB,,,,,,2,2 but not 1,,2,,
CWHwm,CWHwm/04,Ba,3,,FALSE,,,,,,,,,,3,,
CWHwm,CWHwm/04,Cw,4,4,FALSE,AB,,,,,,4,mostly beyond natural range of Cw though not completely,,4,,
CWHwm,CWHwm/04,Dr,2,2,FALSE,AB,,,,,,2,Not an alluvial site so 2 is appropriate,,2,,
CWHwm,CWHwm/04,Hw,2,,FALSE,,,,,,,,,,2,,
CWHwm,CWHwm/04,Ss,1,,FALSE,,,,,,,,,,1,,
CWHwm,CWHwm/04,Yc,3,,FALSE,,,,,,,,,,3,,
CWHwm,CWHwm/05,Act,1,,FALSE,,,,,,,,,,,,
CWHwm,CWHwm/05,Ba,3,,FALSE,,,,,,,,,,,,
CWHwm,CWHwm/05,Cw,4,4,FALSE,AB,,,,,,4,mostly beyond natural range of Cw though not completely,,,,
CWHwm,CWHwm/05,Dr,1,,FALSE,,,,,,,,,,,,
CWHwm,CWHwm/05,Hw,2,,FALSE,,,,,,,,,,,,
CWHwm,CWHwm/05,Ss,1,,FALSE,,,,,,,,,,,,
CWHwm,CWHwm/06,Act,1,,FALSE,,,,,,,,,,,,
CWHwm,CWHwm/06,Ba,3,,FALSE,,,,,,,,,,,,
CWHwm,CWHwm/06,Cw,4,4,FALSE,AB,,,,,,4,mostly beyond natural range of Cw though not completely,,,,
CWHwm,CWHwm/06,Dr,1,,FALSE,,,,,,,,,,,,
CWHwm,CWHwm/06,Ss,2,,FALSE,,,,,,,,,,,,
CWHwm,CWHwm/09,Act,3,,FALSE,,,,,,,,,,,,
CWHwm,CWHwm/09,Cw,4,4,FALSE,AB,,,,,,4,mostly beyond natural range of Cw though not completely,,,,
CWHwm,CWHwm/09,Dr,2,,FALSE,,,,,,,,,,,,
CWHwm,CWHwm/09,Hm,3,,FALSE,,,,,,,,,,,,
CWHwm,CWHwm/09,Hw,2,,FALSE,,,,,,,,,,,,
CWHwm,CWHwm/09,Ss,1,,FALSE,,,,,,,,,,,,
CWHwm,CWHwm/09,Yc,2,,FALSE,,,,,,,,,,,,
CWHwm,CWHwm/10,Cw,4,4,FALSE,AB,,,,,,4,mostly beyond natural range of Cw though not completely,,,,
CWHwm,CWHwm/10,Hw,3,,FALSE,,,,,,,,,,,,
CWHwm,CWHwm/10,Pl,2,2,FALSE,AB,,,,,,2,productivity limitations,,,,
CWHwm,CWHwm/10,Yc,2,2,FALSE,AB,,,,,,2,productivity limitations,,,,
CWHws1,CWHws1/01,Ba,1,,FALSE,,,,,,,,,,1,,
CWHws1,CWHws1/01,Cw,2,,FALSE,,,,,,,,,,2,,
CWHws1,CWHws1/01,Dr,2,,FALSE,,,,,,,,,,2,,
CWHws1,CWHws1/01,Hw,1,,FALSE,,,,,,,,,,1,,
