BGC,SS_NoSpace,Spp,ESuit,AssessSuit,differnce,Assessor,Restrict_type,TB_Changed,WM_Comments,DM_Comments,CoastSuit,ESuit_new,AB Comment Oct-Nov 2019,ESuit_TB,ESuit_CCISS,CCISS_Change,PredSuit
BAFAun,BAFAun/00,X,1,,FALSE,,c,,,,,,,,1,,
BAFAun,BAFAun/00,X,1,,FALSE,,c,,,,,,,,1,,
BAFAun,BAFAun/00,X,1,,FALSE,,c,,,,,,,,1,,
BAFAunp,BAFAunp/00,X,1,,FALSE,,c,,,,,,,,1,,
BAFAunp,BAFAunp/00,X,1,,FALSE,,c,,,,,,,,1,,
BAFAunp,BAFAunp/00,X,1,,FALSE,,c,,,,,,,,1,,
BGdh_OR,BGdh_OR/110,Ju,1,,FALSE,,,,,,,,,,,,
BGdh_OR,BGdh_OR/110,Jw,3,,FALSE,,,,,,,,,,,,
BGdh_OR,BGdh_OR/110,Pn,3,,FALSE,,,,,,,,,,,,
BGdh_OR,BGdh_OR/111,Aa,1,,FALSE,,,,,,,,,,1,,
BGdh_OR,BGdh_OR/111,Act,5,,FALSE,,,,,,,,,,5,1 to 5,
BGdh_OR,BGdh_OR/111,Py,5,,FALSE,,,,,,,,,,5,3 to 5,
BGdh_OR,BGdh_OR/Gg1,X,1,,FALSE,,,,,,,,,,1,,
BGdh_OR,BGdh_OR/Gg2,Ju,3,,FALSE,,,,,,,,,,3,,
BGdh_OR,BGdh_OR/Gg2,Jw,3,,FALSE,,,,,,,,,,3,,
BGdw_WA,BGdw_WA/110,Fd,1,,FALSE,,,,,,,,,,,,
BGdw_WA,BGdw_WA/110,Py,1,,FALSE,,,,,,,,,,,,
BGdw_WA,BGdw_WA/111,Act,2,,FALSE,,,,,,,,,,2,1 to 2,
BGdw_WA,BGdw_WA/Gg,X,1,,FALSE,,,,,,,,,,1,,
BGdw_WA,BGdw_WA/Gg,X,1,,FALSE,,,,,,,,,,1,,
BGmk_ID,BGmk_ID/110,Fd,2,,FALSE,,,,,,,,,,,,
BGmk_ID,BGmk_ID/110,Jr,2,,FALSE,,,,,,,,,,,,
BGmk_ID,BGmk_ID/110,Om,3,,FALSE,,,,,,,,,,,,
BGmk_ID,BGmk_ID/111,Act,1,,FALSE,,,,,,,,,,,,
BGmk_ID,BGmk_ID/111,At,2,,FALSE,,,,,,,,,,,,
BGmk_ID,BGmk_ID/111,Fd,2,,FALSE,,,,,,,,,,,,
BGmk_ID,BGmk_ID/Gg,X,1,,FALSE,,,,,,,,,,,,
BGmk_MT,BGmk_MT/110,Fd,1,,FALSE,,,,,,,,,,,,
BGmk_MT,BGmk_MT/110,Jr,3,,FALSE,,,,,,,,,,,,
BGmk_MT,BGmk_MT/111,Aa,2,,FALSE,,,,,,,,,,2, to 2,
BGmk_MT,BGmk_MT/111,Act,5,,FALSE,,,,,,,,,,5,1 to 5,
BGmk_MT,BGmk_MT/111,Fd,2,,FALSE,,,,,,,,,,,,
BGmk_MT,BGmk_MT/Gg1,X,1,1,FALSE,DVM,,,,changed Gg to Gg1,,,,,1,,
BGmk_MT,BGmk_MT/Gg2,Jr,3,,FALSE,,,,,,,,,,3,,
BGmm_MT,BGmm_MT/110,Fd,1,,FALSE,,,,,,,,,,,,
BGmm_MT,BGmm_MT/110,Jr,3,,FALSE,,,,,,,,,,,,
BGmm_MT,BGmm_MT/111,Act,2,,FALSE,,,,,,,,,,2,1 to 2,
BGmm_MT,BGmm_MT/111,Fd,5,,FALSE,,,,,,,,,,5,2 to 5,
BGmm_MT,BGmm_MT/Gg1,X,1,1,FALSE,DVM,,,,changed Gg to Gg1,,,,,1,,
BGmm_MT,BGmm_MT/Gg2,Jr,3,,FALSE,,,,,,,,,,3,,
BGmw_WA,BGmw_WA/110,Fd,2,,FALSE,,h,,,,,,,,,,
BGmw_WA,BGmw_WA/110,Py,1,,FALSE,,,,,,,,,,,,
BGmw_WA,BGmw_WA/111,Act,2,,FALSE,,,,,,,,,,2,1 to 2,
BGmw_WA,BGmw_WA/111,Fd,5,,FALSE,,,,,,,,,,5,3 to 5,
BGmw_WA,BGmw_WA/111,Py,5,,FALSE,,,,,,,,,,5,2 to 5,
BGmw_WA,BGmw_WA/Gg,X,1,,FALSE,,,,,,,,,,1,,
BGmw_WA,BGmw_WA/Gg,X,1,,FALSE,,,,,,,,,,1,,
BGwm_WA,BGwm_WA/110,Fd,1,,FALSE,,,,,,,,,,,,
BGwm_WA,BGwm_WA/110,Py,1,,FALSE,,,,,,,,,,,,
BGwm_WA,BGwm_WA/111,Act,2,,FALSE,,,,,,,,,,2,1 to 2,
BGwm_WA,BGwm_WA/111,Fd,5,,FALSE,,,,,,,,,,5,3 to 5,
BGwm_WA,BGwm_WA/111,Py,5,,FALSE,,,,,,,,,,5,2 to 5,
BGwm_WA,BGwm_WA/Gg,X,1,,FALSE,,,,,,,,,,1,,
BGwm_WA,BGwm_WA/Gg,X,1,,FALSE,,,,,,,,,,1,,
BGxh_WA,BGxh_WA/110,Py,2,,FALSE,,,,,,,,,,,,
BGxh_WA,BGxh_WA/110,Qg,3,,FALSE,,,,,,,,,,,,
BGxh_WA,BGxh_WA/111,Act,2,,FALSE,,,,,,,,,,2,1 to 2,
BGxh_WA,BGxh_WA/111,Fd,5,,FALSE,,,,,,,,,,5,3 to 5,
BGxh_WA,BGxh_WA/111,Py,5,,FALSE,,,,,,,,,,5,3 to 5,
BGxh_WA,BGxh_WA/Gg1,X,1,,FALSE,,,,,,,,,,1,,
BGxh_WA,BGxh_WA/Gg2,Jw,3,,FALSE,,,,,,,,,,3,,
BGxh1,BGxh1/04,Fd,3,,FALSE,,h,,,,,,,,,,
BGxh1,BGxh1/04,Py,2,,FALSE,,h,,,,,,,,,,
BGxh1,BGxh1/05,At,3,,FALSE,,h,,,,,,,,,,
BGxh1,BGxh1/05,Fd,2,,FALSE,,h,,,,,,,,,,
BGxh1,BGxh1/05,Py,2,,FALSE,,h,,,,,,,,,,
BGxh1,BGxh1/06,Act,2,,FALSE,,h,,,,,,,,2,,
BGxh1,BGxh1/06,At,3,,FALSE,,,,,,,,,,3,,
BGxh1,BGxh1/06,Ep,3,,FALSE,,,,,,,,,,3,,
BGxh1,BGxh1/06,Fd,3,,FALSE,,,,,,,,,,3,2 to 3,
BGxh1,BGxh1/06,Py,2,,FALSE,,,,,,,,,,2,,
BGxh1,BGxh1/07,Act,2,,FALSE,,,,,,,,,,,,
BGxh1,BGxh1/07,At,3,,FALSE,,,,,,,,,,,,
BGxh1,BGxh1/07,Ep,3,,FALSE,,,,,,,,,,,,
BGxh1,BGxh1/07,Fd,2,,FALSE,,,,,,,,,,,,
BGxh1,BGxh1/07,Pl,2,,FALSE,,,,,,,,,,,,
BGxh1,BGxh1/07,Py,2,,FALSE,,,,,,,,,,,,
BGxh1,BGxh1/07,Sx,2,,FALSE,,,,,,,,,,,,
BGxh1,BGxh1/Gg,X,1,,FALSE,,,,,,,,,,1,,
BGxh1,BGxh1/Gg,X,1,,FALSE,,,,,,,,,,1,,
BGxh2,BGxh2/03,Py,2,,FALSE,,,,,,,,,,,,
BGxh2,BGxh2/04,Fd,3,,FALSE,,,,,,,,,,,,
BGxh2,BGxh2/04,Py,2,,FALSE,,,,,,,,,,,,
BGxh2,BGxh2/05,Fd,2,,FALSE,,,,,,,,,,,,
BGxh2,BGxh2/05,Py,1,,FALSE,,,,,,,,,,,,
BGxh2,BGxh2/05,X,1,,FALSE,,,,,,,,,,,,
BGxh2,BGxh2/07,Act,2,,FALSE,,,,,,,,,,2,,
BGxh2,BGxh2/07,At,3,,FALSE,,,,,,,,,,3,,
BGxh2,BGxh2/07,Ep,3,,FALSE,,,,,,,,,,3,,
BGxh2,BGxh2/07,Fd,3,,FALSE,,,,,,,,,,3,2 to 3,
BGxh2,BGxh2/07,Py,2,,FALSE,,,,,,,,,,2,,
BGxh2,BGxh2/07,Sx,3,,FALSE,,,,,,,,,,3,,
BGxh2,BGxh2/Gg,X,1,,FALSE,,,,,,,,,,1,,
BGxh2,BGxh2/Gs,X,1,,FALSE,,,,,,,,,,1, to 1,
BGxh3,BGxh3/110,Fd,2,,FALSE,,,,,,,,,,,,
BGxh3,BGxh3/111,Fd,2,,FALSE,,,,,,,,,,,,
BGxh3,BGxh3/112,Act,1,,FALSE,,,,,,,,,,1,,
BGxh3,BGxh3/113,Act,1,,FALSE,,,,,,,,,,,,
BGxh3,BGxh3/113,Fd,2,,FALSE,,,,,,,,,,,,
BGxh3,BGxh3/Gg,X,1,,FALSE,,,,,,,,,,1,,
BGxh3,BGxh3/Gg,X,1,,FALSE,,,,,,,,,,1,,
BGxw1,BGxw1/01,X,1,,FALSE,,,,,,,,,,1, to 1,
BGxw1,BGxw1/03,Fd,3,,FALSE,,,,,,,,,,,,
BGxw1,BGxw1/03,Py,2,,FALSE,,,,,,,,,,,,
BGxw1,BGxw1/04,X,1,,FALSE,,,,,,,,,,1, to 1,
BGxw1,BGxw1/05,Fd,3,,FALSE,,,,,,,,,,,,
BGxw1,BGxw1/05,Py,2,,FALSE,,,,,,,,,,,,
BGxw1,BGxw1/08,At,3,,FALSE,,,,,,,,,,3,,
BGxw1,BGxw1/08,Fd,3,,FALSE,,,,,,,,,,3,,
BGxw1,BGxw1/Gg,X,1,,FALSE,,,,,,,,,,,,
BGxw2,BGxw2/110,Fd,2,,FALSE,,,,,,,,,,,,
BGxw2,BGxw2/111,Fd,2,,FALSE,,,,,,,,,,,,
BGxw2,BGxw2/112,Act,2,,FALSE,,,,,,,,,,,,
BGxw2,BGxw2/113,Fd,1,,FALSE,,,,,,,,,,,,
BGxw2,BGxw2/114,At,1,,FALSE,,,,,,,,,,,,
BGxw2,BGxw2/115,At,1,,FALSE,,,,,,,,,,1,,
BGxw2,BGxw2/Gg,X,1,,FALSE,,,,,,,,,,1,,
BGxw2,BGxw2/Gg,X,1,,FALSE,,,,,,,,,,1,,
BSJPap,BSJPap/a,Ep,3,,FALSE,,,,,,,,,,3,,
BSJPap,BSJPap/a,Pj,1,,FALSE,,,,,,,,,,1,,
BSJPap,BSJPap/b,Acb,3,,FALSE,,,,,,,,,,3,,
BSJPap,BSJPap/b,At,1,,FALSE,,,,,,,,,,1,,
BSJPap,BSJPap/b,Ep,3,,FALSE,,,,,,,,,,3,,
BSJPap,BSJPap/b,Pj,1,,FALSE,,,,,,,,,,1,,
BSJPap,BSJPap/b,Sb,2,,FALSE,,,,,,,,,,2,,
BSJPap,BSJPap/b,Sx,2,,FALSE,,,,,,,,,,2,,
BSJPap,BSJPap/c,Ep,3,,FALSE,,,,,,,,,,,,
BSJPap,BSJPap/c,Pj,1,,FALSE,,,,,,,,,,,,
BSJPap,BSJPap/c,Sb,1,,FALSE,,,,,,,,,,,,
BSJPap,BSJPap/c,Sx,2,,FALSE,,,,,,,,,,,,
BSJPap,BSJPap/d,Ep,3,,FALSE,,,,,,,,,,,,
BSJPap,BSJPap/d,Pj,1,,FALSE,,,,,,,,,,,,
BSJPap,BSJPap/d,Sb,1,,FALSE,,,,,,,,,,,,
BSJPap,BSJPap/e,Acb,3,,FALSE,,,,,,,,,,3,,
BSJPap,BSJPap/e,At,1,,FALSE,,,,,,,,,,1,,
BSJPap,BSJPap/e,Ep,2,,FALSE,,,,,,,,,,2,,
BSJPap,BSJPap/e,Sb,3,,FALSE,,,,,,,,,,3,,
BSJPap,BSJPap/e,Sx,1,,FALSE,,,,,,,,,,1,,
BSJPap,BSJPap/f,Sb,1,,FALSE,,,,,,,,,,,,
BSJPap,BSJPap/g,Lt,2,,FALSE,,,,,,,,,,,,
BSJPap,BSJPap/g,Sb,1,,FALSE,,,,,,,,,,,,
BSJPap,BSJPap/h,Lt,1,,FALSE,,,,,,,,,,,,
BSJPap,BSJPap/h,Sb,3,,FALSE,,,,,,,,,,,,
BSJPku,BSJPku/a,Ep,3,,FALSE,,,,,,,,,,3,,
BSJPku,BSJPku/a,Pj,1,,FALSE,,,,,,,,,,1,,
BSJPku,BSJPku/b,Acb,3,,FALSE,,,,,,,,,,3,,
BSJPku,BSJPku/b,At,1,,FALSE,,,,,,,,,,1,,
BSJPku,BSJPku/b,Ep,3,,FALSE,,,,,,,,,,3,,
BSJPku,BSJPku/b,Pj,1,,FALSE,,,,,,,,,,1,,
BSJPku,BSJPku/b,Sb,2,,FALSE,,,,,,,,,,2,,
BSJPku,BSJPku/b,Sx,2,,FALSE,,,,,,,,,,2,,
BSJPku,BSJPku/c,Ep,3,,FALSE,,,,,,,,,,,,
BSJPku,BSJPku/c,Pj,1,,FALSE,,,,,,,,,,,,
BSJPku,BSJPku/c,Sb,1,,FALSE,,,,,,,,,,,,
BSJPku,BSJPku/c,Sx,2,,FALSE,,,,,,,,,,,,
BSJPku,BSJPku/d,Ep,3,,FALSE,,,,,,,,,,,,
BSJPku,BSJPku/d,Pj,1,,FALSE,,,,,,,,,,,,
BSJPku,BSJPku/d,Sb,1,,FALSE,,,,,,,,,,,,
BSJPku,BSJPku/e,Acb,3,,FALSE,,,,,,,,,,3,,
BSJPku,BSJPku/e,At,1,,FALSE,,,,,,,,,,1,,
BSJPku,BSJPku/e,Ep,2,,FALSE,,,,,,,,,,2,,
BSJPku,BSJPku/e,Sb,3,,FALSE,,,,,,,,,,3,,
BSJPku,BSJPku/e,Sx,1,,FALSE,,,,,,,,,,1,,
BSJPku,BSJPku/f,Sb,1,,FALSE,,,,,,,,,,,,
BSJPku,BSJPku/g,Lt,2,,FALSE,,,,,,,,,,,,
BSJPku,BSJPku/g,Sb,1,,FALSE,,,,,,,,,,,,
BSJPku,BSJPku/h,Lt,1,,FALSE,,,,,,,,,,,,
BSJPku,BSJPku/h,Sb,3,,FALSE,,,,,,,,,,,,
BSJPpa,BSJPpa/a,Ep,3,,FALSE,,,,,,,,,,3,,
BSJPpa,BSJPpa/a,Pj,1,,FALSE,,,,,,,,,,1,,
BSJPpa,BSJPpa/b,Acb,3,,FALSE,,,,,,,,,,3,,
BSJPpa,BSJPpa/b,At,1,,FALSE,,,,,,,,,,1,,
BSJPpa,BSJPpa/b,Ep,3,,FALSE,,,,,,,,,,3,,
BSJPpa,BSJPpa/b,Pj,1,,FALSE,,,,,,,,,,1,,
BSJPpa,BSJPpa/b,Sb,2,,FALSE,,,,,,,,,,2,,
BSJPpa,BSJPpa/b,Sx,2,,FALSE,,,,,,,,,,2,,
BSJPpa,BSJPpa/c,Ep,3,,FALSE,,,,,,,,,,,,
BSJPpa,BSJPpa/c,Pj,1,,FALSE,,,,,,,,,,,,
BSJPpa,BSJPpa/c,Sb,1,,FALSE,,,,,,,,,,,,
BSJPpa,BSJPpa/c,Sx,2,,FALSE,,,,,,,,,,,,
BSJPpa,BSJPpa/d,Ep,3,,FALSE,,,,,,,,,,,,
BSJPpa,BSJPpa/d,Pj,1,,FALSE,,,,,,,,,,,,
BSJPpa,BSJPpa/d,Sb,1,,FALSE,,,,,,,,,,,,
BSJPpa,BSJPpa/e,Acb,3,,FALSE,,,,,,,,,,3,,
BSJPpa,BSJPpa/e,At,1,,FALSE,,,,,,,,,,1,,
BSJPpa,BSJPpa/e,Ep,2,,FALSE,,,,,,,,,,2,,
BSJPpa,BSJPpa/e,Sb,3,,FALSE,,,,,,,,,,3,,
BSJPpa,BSJPpa/e,Sx,1,,FALSE,,,,,,,,,,1,,
BSJPpa,BSJPpa/f,Sb,1,,FALSE,,,,,,,,,,,,
BSJPpa,BSJPpa/g,Lt,2,,FALSE,,,,,,,,,,,,
BSJPpa,BSJPpa/g,Sb,1,,FALSE,,,,,,,,,,,,
BSJPpa,BSJPpa/h,Lt,1,,FALSE,,,,,,,,,,,,
BSJPpa,BSJPpa/h,Sb,3,,FALSE,,,,,,,,,,,,
BWBScm,BWBScm/a,Pj,1,,FALSE,,,,,,,,,,1,,
BWBScm,BWBScm/a,Pl,1,,FALSE,,,,,,,,,,1,,
BWBScm,BWBScm/b,At,3,,FALSE,,,,,,,,,,,,
BWBScm,BWBScm/b,Ep,3,,FALSE,,,,,,,,,,,,
BWBScm,BWBScm/b,Pj,2,,FALSE,,,,,,,,,,,,
BWBScm,BWBScm/b,Pl,1,,FALSE,,,,,,,,,,,,
BWBScm,BWBScm/b,Sb,3,,FALSE,,,,,,,,,,,,
BWBScm,BWBScm/b,Sx,2,,FALSE,,,,,,,,,,,,
BWBScm,BWBScm/c,Pj,1,,FALSE,,,,,,,,,,,,
BWBScm,BWBScm/c,Pl,1,,FALSE,,,,,,,,,,,,
BWBScm,BWBScm/c,Sb,2,,FALSE,,,,,,,,,,,,
BWBScm,BWBScm/d,Acb,3,,FALSE,,,,,,,,,,3,,
BWBScm,BWBScm/d,At,1,,FALSE,,,,,,,,,,1,,
BWBScm,BWBScm/d,Bb,3,,FALSE,,,,,,,,,,3,,
BWBScm,BWBScm/d,Ep,3,,FALSE,,,,,,,,,,3,,
BWBScm,BWBScm/d,Pl,1,,FALSE,,,,,,,,,,1,,
BWBScm,BWBScm/d,Sb,3,,FALSE,,,,,,,,,,3,,
BWBScm,BWBScm/d,Sx,1,,FALSE,,,,,,,,,,1,,
BWBScm,BWBScm/e,Acb,1,,FALSE,,,,,,,,,,,,
BWBScm,BWBScm/e,At,1,,FALSE,,,,,,,,,,,,
BWBScm,BWBScm/e,Bb,3,,FALSE,,,,,,,,,,,,
BWBScm,BWBScm/e,Ep,3,,FALSE,,,,,,,,,,,,
BWBScm,BWBScm/e,Sx,1,,FALSE,,,,,,,,,,,,
BWBScm,BWBScm/f,Acb,2,,FALSE,,,,,,,,,,2,,
BWBScm,BWBScm/f,At,2,,FALSE,,,,,,,,,,2,,
BWBScm,BWBScm/f,Bb,3,,FALSE,,,,,,,,,,3,,
BWBScm,BWBScm/f,Ep,2,,FALSE,,,,,,,,,,2,,
BWBScm,BWBScm/f,Pl,3,,FALSE,,,,,,,,,,3,,
BWBScm,BWBScm/f,Sx,1,,FALSE,,,,,,,,,,1,,
BWBScm,BWBScm/g,Pj,2,,FALSE,,,,,,,,,,,,
BWBScm,BWBScm/g,Pl,2,,FALSE,,,,,,,,,,,,
BWBScm,BWBScm/g,Sb,1,,FALSE,,,,,,,,,,,,
BWBScm,BWBScm/h,Ep,3,,FALSE,,,,,,,,,,,,
BWBScm,BWBScm/h,Sb,1,,FALSE,,,,,,,,,,,,
BWBScm,BWBScm/h,Sx,1,,FALSE,,,,,,,,,,,,
BWBScm,BWBScm/i,Sb,1,,FALSE,,,,,,,,,,,,
BWBScm,BWBScm/j,Lt,2,,FALSE,,,,,,,,,,,,
BWBScm,BWBScm/j,Sb,1,,FALSE,,,,,,,,,,,,
BWBScm,BWBScm/k,Lt,1,,FALSE,,,,,,,,,,,,
BWBScm,BWBScm/k,Sb,3,,FALSE,,,,,,,,,,,,
BWBSdk,BWBSdk/101,Acb,3,,FALSE,,,,,,,,,,3,,
BWBSdk,BWBSdk/101,At,1,1,FALSE,AB,,,,,,1,At widespread,,1,,
BWBSdk,BWBSdk/101,Bl,2,,FALSE,,w,,,,,,,,2,,
BWBSdk,BWBSdk/101,Ep,3,,FALSE,,,,,,,,,,3,,
BWBSdk,BWBSdk/101,Pl,1,,FALSE,,,,,,,,,,1,,
BWBSdk,BWBSdk/101,Sb,3,,FALSE,,,,,,,,,,3,,
BWBSdk,BWBSdk/101,Sx,1,,FALSE,,,,,,,,,,1,,
BWBSdk,BWBSdk/102,At,3,,FALSE,,,,,,,,,,3,,
BWBSdk,BWBSdk/102,Bl,3,,FALSE,,,,,,,,,,3,,
BWBSdk,BWBSdk/102,Pl,2,2,FALSE,AB,,,,,,2,productivity limitations,,2,,
BWBSdk,BWBSdk/102,Sb,3,,FALSE,,,,,,,,,,3,,
BWBSdk,BWBSdk/102,Sx,3,,FALSE,,,,,,,,,,3,,
BWBSdk,BWBSdk/103,At,2,,FALSE,,,,,,,,,,,,
BWBSdk,BWBSdk/103,Bl,2,,FALSE,,,,,,,,,,,,
BWBSdk,BWBSdk/103,Ep,3,,FALSE,,,,,,,,,,,,
BWBSdk,BWBSdk/103,Pl,1,,FALSE,,,,,,,,,,,,
BWBSdk,BWBSdk/103,Sb,3,,FALSE,,,,,,,,,,,,
BWBSdk,BWBSdk/103,Sx,1,,FALSE,,,,,,,,,,,,
BWBSdk,BWBSdk/104,At,2,,FALSE,,,,,,,,,,,,
BWBSdk,BWBSdk/104,Bl,3,,FALSE,,,,,,,,,,,,
BWBSdk,BWBSdk/104,Pl,2,2,FALSE,AB,,,,,,2,productivity limitations,,,,
BWBSdk,BWBSdk/104,Sb,2,2,FALSE,AB,,,,,,2,productivity limitations but 2 not 3,,,,
BWBSdk,BWBSdk/104,Sx,1,,FALSE,,,,,,,,,,,,
BWBSdk,BWBSdk/110,Acb,2,,FALSE,,,,,,,,,,2,,
BWBSdk,BWBSdk/110,At,2,,FALSE,,,,,,,,,,2,,
BWBSdk,BWBSdk/110,Bl,3,,FALSE,,,,,,,,,,3,,
BWBSdk,BWBSdk/110,Ep,3,,FALSE,,,,,,,,,,3,,
BWBSdk,BWBSdk/110,Pl,2,,FALSE,,,,,,,,,,2,,
BWBSdk,BWBSdk/110,Sb,3,,FALSE,,,,,,,,,,3,,
BWBSdk,BWBSdk/110,Sx,1,,FALSE,,,,,,,,,,1,,
BWBSdk,BWBSdk/111,Acb,2,2,FALSE,AB,,,,,,2,Acb less suitable than 110,,,,
BWBSdk,BWBSdk/111,At,3,,FALSE,,,,,,,,,,,,
BWBSdk,BWBSdk/111,Bl,3,,FALSE,,,,,,,,,,,,
BWBSdk,BWBSdk/111,Ep,3,,FALSE,,,,,,,,,,,,
BWBSdk,BWBSdk/111,Pl,2,,FALSE,,,,,,,,,,,,
BWBSdk,BWBSdk/111,Sb,3,,FALSE,,,,,,,,,,,,
BWBSdk,BWBSdk/111,Sx,1,,FALSE,,,,,,,,,,,,
BWBSdm,BWBSdm/a,Pj,1,,FALSE,,,,,,,,,,1,,
BWBSdm,BWBSdm/a,Pl,2,,FALSE,,,,,,,,,,2,1 to 2,
BWBSdm,BWBSdm/b,At,3,,FALSE,,,,,,,,,,,,
BWBSdm,BWBSdm/b,Ep,3,,FALSE,,,,,,,,,,,,
BWBSdm,BWBSdm/b,Pj,2,,FALSE,,,,,,,,,,,,
BWBSdm,BWBSdm/b,Pl,1,,FALSE,,,,,,,,,,,,
BWBSdm,BWBSdm/b,Sb,3,,FALSE,,,,,,,,,,,,
BWBSdm,BWBSdm/b,Sx,2,,FALSE,,,,,,,,,,,,
BWBSdm,BWBSdm/c,Pj,1,,FALSE,,,,,,,,,,,,
BWBSdm,BWBSdm/c,Pl,1,,FALSE,,,,,,,,,,,,
BWBSdm,BWBSdm/c,Sb,2,,FALSE,,,,,,,,,,,,
BWBSdm,BWBSdm/d,Acb,3,,FALSE,,,,,,,,,,3,,
BWBSdm,BWBSdm/d,At,1,,FALSE,,,,,,,,,,1,,
BWBSdm,BWBSdm/d,Bb,3,,FALSE,,,,,,,,,,3,,
BWBSdm,BWBSdm/d,Ep,3,,FALSE,,,,,,,,,,3,,
BWBSdm,BWBSdm/d,Pl,1,,FALSE,,,,,,,,,,1,,
BWBSdm,BWBSdm/d,Sb,3,,FALSE,,,,,,,,,,3,,
BWBSdm,BWBSdm/d,Sx,1,,FALSE,,,,,,,,,,1,,
BWBSdm,BWBSdm/e,Acb,1,,FALSE,,,,,,,,,,,,
BWBSdm,BWBSdm/e,At,1,,FALSE,,,,,,,,,,,,
BWBSdm,BWBSdm/e,Bb,3,,FALSE,,,,,,,,,,,,
BWBSdm,BWBSdm/e,Ep,3,,FALSE,,,,,,,,,,,,
BWBSdm,BWBSdm/e,Sx,1,,FALSE,,,,,,,,,,,,
BWBSdm,BWBSdm/f,Acb,2,,FALSE,,,,,,,,,,2,,
BWBSdm,BWBSdm/f,At,2,,FALSE,,,,,,,,,,2,,
BWBSdm,BWBSdm/f,Bb,3,,FALSE,,,,,,,,,,3,,
BWBSdm,BWBSdm/f,Ep,2,,FALSE,,,,,,,,,,2,,
BWBSdm,BWBSdm/f,Pl,3,,FALSE,,,,,,,,,,3,,
BWBSdm,BWBSdm/f,Sx,1,,FALSE,,,,,,,,,,1,,
BWBSdm,BWBSdm/g,Pj,2,,FALSE,,,,,,,,,,,,
BWBSdm,BWBSdm/g,Pl,2,,FALSE,,,,,,,,,,,,
BWBSdm,BWBSdm/g,Sb,1,,FALSE,,,,,,,,,,,,
BWBSdm,BWBSdm/h,Ep,3,,FALSE,,,,,,,,,,,,
BWBSdm,BWBSdm/h,Sb,1,,FALSE,,,,,,,,,,,,
BWBSdm,BWBSdm/h,Sx,1,,FALSE,,,,,,,,,,,,
BWBSdm,BWBSdm/i,Sb,1,,FALSE,,,,,,,,,,,,
BWBSdm,BWBSdm/j,Lt,2,,FALSE,,,,,,,,,,,,
BWBSdm,BWBSdm/j,Sb,1,,FALSE,,,,,,,,,,,,
BWBSdm,BWBSdm/k,Lt,1,,FALSE,,,,,,,,,,,,
BWBSdm,BWBSdm/k,Sb,3,,FALSE,,,,,,,,,,,,
BWBSlb,BWBSlb/a,Pj,1,,FALSE,,,,,,,,,,1,,
BWBSlb,BWBSlb/a,Pl,2,,FALSE,,,,,,,,,,2, to 2,
BWBSlb,BWBSlb/a,Sb,2,,FALSE,,,,,,,,,,2, to 2,
BWBSlb,BWBSlb/b,At,1,,FALSE,,,,,,,,,,,,
BWBSlb,BWBSlb/b,Ep,3,,FALSE,,,,,,,,,,,,
BWBSlb,BWBSlb/b,Pj,2,,FALSE,,,,,,,,,,,,
BWBSlb,BWBSlb/b,Sb,3,,FALSE,,,,,,,,,,,,
BWBSlb,BWBSlb/b,Sx,2,,FALSE,,,,,,,,,,,,
BWBSlb,BWBSlb/c,At,3,,FALSE,,,,,,,,,,,,
BWBSlb,BWBSlb/c,Pj,1,,FALSE,,,,,,,,,,,,
BWBSlb,BWBSlb/c,Sb,1,,FALSE,,,,,,,,,,,,
BWBSlb,BWBSlb/d,Acb,3,,FALSE,,,,,,,,,,3,,
BWBSlb,BWBSlb/d,At,2,,FALSE,,,,,,,,,,2,1 to 2,
BWBSlb,BWBSlb/d,Bb,3,,FALSE,,,,,,,,,,3,,
BWBSlb,BWBSlb/d,Ep,1,,FALSE,,,,,,,,,,1,3 to 1,
BWBSlb,BWBSlb/d,Pj,3,,FALSE,,,,,,,,,,3,,
BWBSlb,BWBSlb/d,Pl,3,,FALSE,,,,,,,,,,3, to 3,
BWBSlb,BWBSlb/d,Sb,2,,FALSE,,,,,,,,,,2,,
BWBSlb,BWBSlb/d,Sx,1,,FALSE,,,,,,,,,,1,,
BWBSlb,BWBSlb/e,At,3,,FALSE,,,,,,,,,,,,
BWBSlb,BWBSlb/e,Bb,2,,FALSE,,,,,,,,,,,,
BWBSlb,BWBSlb/e,Ep,2,,FALSE,,,,,,,,,,,,
BWBSlb,BWBSlb/e,Sx,1,,FALSE,,,,,,,,,,,,
BWBSlb,BWBSlb/f,Acb,2,,FALSE,,,,,,,,,,2, to 2,
BWBSlb,BWBSlb/f,At,3,,FALSE,,,,,,,,,,3, to 3,
BWBSlb,BWBSlb/f,Bb,3,,FALSE,,,,,,,,,,3,,
BWBSlb,BWBSlb/f,Ep,3,,FALSE,,,,,,,,,,3, to 3,
BWBSlb,BWBSlb/f,Sx,1,,FALSE,,,,,,,,,,1,,
BWBSlb,BWBSlb/g,Pj,2,,FALSE,,,,,,,,,,,,
BWBSlb,BWBSlb/g,Sb,1,,FALSE,,,,,,,,,,,,
BWBSlb,BWBSlb/h,Sb,1,,FALSE,,,,,,,,,,,,
BWBSlb,BWBSlb/i,Sb,1,,FALSE,,,,,,,,,,,,
BWBSlb,BWBSlb/j,Lt,1,,FALSE,,,,,,,,,,,,
BWBSlb,BWBSlb/j,Sx,3,,FALSE,,,,,,,,,,,,
